"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA21_1040: Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)","v_CA21_1043: 0 to 17 years","v_CA21_1046: 0 to 5 years","v_CA21_1049: 18 to 64 years","v_CA21_1052: 65 years and over","v_CA21_1085: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)","v_CA21_1088: 0 to 17 years","v_CA21_1091: 0 to 5 years","v_CA21_1094: 18 to 64 years","v_CA21_1097: 65 years and over","v_CA21_1140: Gini index on adjusted household total income","v_CA21_1141: Gini index on adjusted household market income","v_CA21_1142: Gini index on adjusted household after-tax income","v_CA21_8: Total - Age","v_CA21_251: 65 years and over","v_CA21_386: Average age","v_CA21_389: Average age"
"288","5350237.01","CT","0237.01",1.1853,6641,2463,2381,"35535","","3520005","3520",16,21.8,25.6,12.7,19.6,8.6,11,12.4,8.7,5,0.304,0.478,0.269,6640,1160,39.8,38.8
"289","5350237.02","CT","0237.02",0.955,3003,1064,1042,"35535","","3520005","3520",6.1,7,6,5.4,7.6,3.2,1.8,NA,3.9,2,0.274,0.386,0.241,3005,565,42.5,42.8
"290","5350237.03","CT","0237.03",1.0683,5935,2725,2629,"35535","","3520005","3520",10.5,13.2,14.8,7.7,14.7,5.2,7,6.8,5.5,3.3,0.31,0.454,0.269,5935,1650,47,47.6
"291","5350238.01","CT","0238.01",1.0368,3500,1327,1302,"35535","","3520005","3520",4.2,2.8,3,4,5.8,2.4,1.8,NA,2.9,1.8,0.343,0.419,0.294,3495,825,45,47.2
"292","5350238.02","CT","0238.02",0.9766,5306,2073,1960,"35535","","3520005","3520",11.3,16.2,15.2,9.3,12.8,5.4,6.4,6.4,6,2.4,0.31,0.461,0.27,5305,940,41.4,41.2
"293","5350239.00","CT","0239.00",2.5251,6715,2511,2401,"35535","","3520005","3520",15.4,25.8,26,13,10,8.3,12.3,13.2,8.2,2.8,0.354,0.506,0.308,6710,980,39.1,38
"294","5350240.01","CT","0240.01",1.2712,3377,1282,1242,"35535","","3520005","3520",4.3,4.4,3,3.6,5.8,2,1.6,NA,2.1,2.2,0.32,0.404,0.273,3375,890,46.6,48.8
"295","5350240.02","CT","0240.02",1.0371,6089,2614,2544,"35535","","3520005","3520",9.9,11.8,13,7.4,13.7,5.1,6.6,6,5.4,3.5,0.367,0.503,0.328,6090,2005,50.9,53.2
"296","5350241.00","CT","0241.00",1.0863,2772,1035,991,"35535","","3520005","3520",6,7.2,6,5.3,7.2,3.8,2.4,NA,4.6,2.4,0.341,0.427,0.295,2770,565,44.1,45.6
"297","5350242.00","CT","0242.00",0.6108,1566,608,577,"35535","","3520005","3520",18.8,27.2,20,17,14,10.9,18,14,9.6,5,0.365,0.547,0.319,1565,225,39.1,38.4
"298","5350243.01","CT","0243.01",0.3152,6212,2233,2112,"35535","","3520005","3520",18.8,28.4,29.6,15.2,19,9.8,10.2,10.4,11.1,4.8,0.309,0.549,0.275,6215,1055,39.1,36
"299","5350243.02","CT","0243.02",1.2154,3793,1346,1312,"35535","","3520005","3520",11.3,18.8,27,9.6,9.2,6.9,7.8,9,8,2.4,0.305,0.46,0.271,3795,720,41.7,40.8
"300","5350244.01","CT","0244.01",1.4233,3663,1308,1262,"35535","","3520005","3520",8.4,11.6,12,7.1,10.4,5.6,7.4,7,5.9,2.4,0.275,0.417,0.245,3660,625,42.4,42.4
"301","5350244.02","CT","0244.02",1.4473,5703,1989,1931,"35535","","3520005","3520",15,23.4,28.4,11.8,15,9.1,12.4,17.5,8.7,5.4,0.285,0.48,0.254,5700,765,37.8,36.4
"302","5350245.00","CT","0245.00",1.4211,7033,2811,2682,"35535","","3520005","3520",14.1,20.6,20.8,10.8,19.2,7.7,9,10.4,8,5,0.288,0.45,0.259,7035,1205,41.3,40.8
"303","5350246.00","CT","0246.00",1.0727,3345,1312,1263,"35535","","3520005","3520",12.1,11.2,13,10.6,18,7.2,3.6,4,9.1,3.8,0.29,0.417,0.259,3345,640,43,43.6
"304","5350247.01","CT","0247.01",17.2448,9027,3172,3010,"35535","","3520005","3520",10.3,15.1,18.4,8.9,11.2,7.4,8.4,10.4,8.2,2.8,0.274,0.401,0.249,9025,1315,39.5,36
"305","5350247.02","CT","0247.02",3.2287,7213,2535,2433,"35535","","3520005","3520",7.4,9.2,12,7,7.5,5.2,4.4,5.6,6,3,0.273,0.396,0.245,7215,1260,41.7,40
"306","5350248.02","CT","0248.02",1.2135,5538,1840,1779,"35535","","3520005","3520",22.7,30,34.5,18.1,31,11.7,11.7,11,12,10,0.294,0.54,0.268,5540,675,36.4,32
"307","5350248.03","CT","0248.03",3.7328,2651,791,768,"35535","","3520005","3520",6.2,8.5,8,5.6,6.8,6.6,2.4,NA,8.2,2.8,0.228,0.346,0.206,2655,400,40.6,38.8
"308","5350248.04","CT","0248.04",1.4771,4945,1677,1576,"35535","","3520005","3520",10.3,15.4,16,9.2,10.2,9.6,5.8,7,11.6,4,0.314,0.444,0.272,4945,920,41,36.4
"309","5350248.05","CT","0248.05",1.1307,4285,1389,1321,"35535","","3520005","3520",9.4,7.8,8,7.5,17.6,10.4,6.4,5,13.1,4,0.258,0.378,0.236,4285,895,43.2,41.6
"310","5350249.01","CT","0249.01",0.8298,4598,1422,1349,"35535","","3520005","3520",6,8.4,9,5.3,6.4,4.3,4,4,5.2,2,0.242,0.37,0.217,4595,1100,44.3,44.4
"311","5350249.03","CT","0249.03",2.9649,5569,1671,1592,"35535","","3520005","3520",7.3,9,10,6.1,11,6.5,4.8,6,7.5,3.8,0.237,0.373,0.217,5565,840,39.7,37.2
"312","5350249.04","CT","0249.04",0.6869,2709,863,810,"35535","","3520005","3520",8.9,14,16,8.2,7.2,8.8,5.6,8,10.9,4,0.259,0.391,0.235,2710,480,41.3,38.8
"313","5350249.05","CT","0249.05",0.6431,5606,1705,1619,"35535","","3520005","3520",19.5,28.3,34.5,15.5,22.8,10.2,11.9,14.8,10.2,6,0.263,0.478,0.24,5605,560,35.2,32.8
"314","5350250.01","CT","0250.01",1.3886,5047,1613,1497,"35535","","3520005","3520",11.3,16.8,18.5,10.1,9.6,7.1,7.4,10,8.2,2.4,0.296,0.454,0.265,5045,880,41.2,39.6
"315","5350250.02","CT","0250.02",1.9387,4958,1825,1747,"35535","","3520005","3520",12.2,16.4,17,10,15.4,7.7,8.8,10,8.2,5,0.296,0.444,0.264,4960,965,42.1,41.6
"316","5350250.04","CT","0250.04",0.485,5939,2077,1983,"35535","","3520005","3520",13.1,17.4,18.4,10.9,16.4,8,9,10,8.1,4,0.246,0.442,0.222,5940,495,35,34
"317","5350250.05","CT","0250.05",0.6689,7031,2283,2201,"35535","","3520005","3520",17.8,23.8,26.4,14.9,21.6,8.4,10,12,8.5,5.4,0.257,0.49,0.232,7030,845,37.5,36.4
"318","5350260.01","CT","0260.01",0.7135,6590,2432,2348,"35535","","3520005","3520",15.6,21.4,22,12.6,20.2,9.3,11.8,14.4,9.6,5.8,0.273,0.446,0.248,6590,1145,40.8,39.2
"319","5350260.04","CT","0260.04",0.1881,3879,1499,1381,"35535","","3520005","3520",25.9,29.8,32.5,18.4,48.8,10.4,11.2,12.4,9.1,14,0.282,0.557,0.252,3880,570,36.6,34.4
"320","5350260.05","CT","0260.05",0.2543,4139,1387,1330,"35535","","3520005","3520",31.9,37,42.8,28,43,15.6,17.2,23.6,15.1,13,0.265,0.637,0.243,4140,265,31,28.8
"321","5350260.06","CT","0260.06",0.9202,4354,1784,1647,"35535","","3520005","3520",17,23.6,20,14.9,20,9.9,10.8,9.5,10.1,5,0.322,0.491,0.284,4355,330,35,32.8
"322","5350260.07","CT","0260.07",0.3446,3591,1530,1487,"35535","","3520005","3520",11.2,12.8,14,8.2,17.2,6.1,6,9,6.3,5.6,0.297,0.456,0.258,3590,940,47,48.4
"323","5350261.00","CT","0261.00",1.9129,5547,2301,2207,"35535","","3520005","3520",22.5,25.6,22,16.5,35.2,11,11.4,10,11.2,10.4,0.321,0.529,0.288,5550,1515,46.5,47.6
"324","5350262.01","CT","0262.01",0.6709,5848,2756,2648,"35535","","3520005","3520",16.2,20.6,19.5,13.6,21,8.8,10.6,11.6,9.4,4.8,0.323,0.474,0.286,5845,1065,41.9,41.2
"325","5350262.02","CT","0262.02",2.146,6252,2519,2422,"35535","","3520005","3520",14.7,21,25.2,13.2,12.6,8.1,10.4,13.6,8.4,4,0.35,0.513,0.305,6255,1040,41.2,41.6
"326","5350263.02","CT","0263.02",1.9994,3873,1963,1864,"35535","","3520005","3520",11.2,10,14,8.7,17.8,6.6,7.2,9,6.7,5.8,0.376,0.464,0.324,3875,1065,48.2,50
"327","5350263.03","CT","0263.03",1.5561,4635,2192,2086,"35535","","3520005","3520",10,10.4,13,9.5,11.2,6.1,4.8,6,6.8,5,0.367,0.475,0.316,4635,840,43.3,43.6
"328","5350263.04","CT","0263.04",0.6751,6464,3614,3406,"35535","","3520005","3520",13.4,18.4,19.5,11.6,14.7,6.8,8.4,9,8.1,4.1,0.343,0.478,0.303,6465,2170,50.6,52
"329","5350264.00","CT","0264.00",3.4299,1260,470,416,"35535","","3520005","3520",12.6,15,20,14.8,6.8,9.8,11,NA,12,4.5,0.676,0.694,0.63,1260,380,48.8,54.4
"330","5350265.00","CT","0265.00",2.6642,5555,1889,1801,"35535","","3520005","3520",8.3,11,9,8.9,4.4,5.7,7.6,7,6.3,2.8,0.659,0.678,0.608,5555,1725,48.4,51.2
"331","5350266.00","CT","0266.00",2.7255,3094,1159,1085,"35535","","3520005","3520",9.1,12,14,9.3,6.2,7.1,8.8,12,7.8,3.8,0.67,0.689,0.607,3095,690,45.1,49.6
"332","5350267.00","CT","0267.00",2.7052,6042,2117,2036,"35535","","3520005","3520",10.5,13,10,11.7,4.8,7.8,9,6,9,3.3,0.499,0.545,0.442,6045,1290,44.1,47.6
"333","5350268.00","CT","0268.00",3.0255,6458,2935,2824,"35535","","3520005","3520",10.2,12,15,10.4,8.4,6,7.4,9,7,3.1,0.422,0.503,0.365,6460,1820,48.2,51.2
"334","5350269.01","CT","0269.01",0.7469,5284,2360,2224,"35535","","3520005","3520",16.9,25.4,24,13.8,22.8,9.9,12.6,12,10.1,4.8,0.298,0.47,0.267,5285,670,38.6,35.2
"335","5350269.02","CT","0269.02",1.754,2562,947,908,"35535","","3520005","3520",7.9,9.2,15,8.4,4.8,5.3,6.4,10,6.1,2,0.442,0.508,0.376,2560,540,44.1,46
"336","5350270.01","CT","0270.01",1.1233,4763,1965,1879,"35535","","3520005","3520",10.8,14.8,14,9.4,11.2,7.5,9,8.5,7.8,4.4,0.344,0.475,0.298,4760,790,41.2,41.2
"337","5350270.02","CT","0270.02",0.7566,4263,1632,1557,"35535","","3520005","3520",10.8,13.6,17.5,10.2,9.2,6,7.6,12,6.2,3.4,0.352,0.483,0.302,4260,650,39.8,40
"338","5350271.01","CT","0271.01",0.8935,2394,906,879,"35535","","3520005","3520",7.2,9.6,9,5.7,9.2,4.5,5.2,6,4.6,3.2,0.344,0.439,0.301,2395,475,43.7,45.6
"339","5350271.02","CT","0271.02",0.7092,4724,1767,1711,"35535","","3520005","3520",14.4,21.2,26,12.4,13.8,8.5,11.6,16.5,8.5,4.8,0.406,0.547,0.343,4725,750,40.6,41.2
"340","5350272.01","CT","0272.01",0.4552,5945,2414,2318,"35535","","3520005","3520",14.2,17.2,22,12.2,20,9.4,11,14,9.8,4.8,0.28,0.448,0.251,5945,750,39.2,38.4
"341","5350272.02","CT","0272.02",0.9988,4623,1789,1726,"35535","","3520005","3520",9.6,12,16,7.8,13.2,5.8,6.4,7,6.2,4,0.299,0.421,0.265,4620,1020,45.2,46.4
"342","5350273.01","CT","0273.01",3.1903,3703,1316,1245,"35535","","3520005","3520",11.8,17.2,12,11.7,7.4,8.5,12.4,12,8.8,4.4,0.608,0.661,0.542,3705,795,43.9,46.8
"343","5350273.02","CT","0273.02",1.2888,4032,1528,1461,"35535","","3520005","3520",13.1,19.2,16,12.8,9,10.7,15.2,12,11.2,6,0.481,0.544,0.424,4030,965,44.9,47.2
"344","5350274.01","CT","0274.01",1.5248,4712,1800,1690,"35535","","3520005","3520",14.3,19.6,21,13.1,12.6,9.9,11.4,11,10.5,6,0.561,0.634,0.487,4710,785,40.8,41.6
"345","5350274.02","CT","0274.02",1.3314,4558,2061,1946,"35535","","3520005","3520",12.4,15.2,7,13.1,8.8,8.6,11.4,5,9.5,4.2,0.542,0.599,0.485,4555,1050,45.3,47.6
"346","5350275.00","CT","0275.00",1.9615,5567,2422,2295,"35535","","3520005","3520",7.3,9.6,10,7.7,4.8,5.2,6.4,4.5,5.9,2.9,0.536,0.575,0.471,5565,1395,45.9,48.8
"347","5350276.01","CT","0276.01",1.2261,6317,2605,2488,"35535","","3520005","3520",8.4,6,6.8,7,14.7,5.4,4.2,4.5,5.8,5.4,0.49,0.549,0.424,6315,1320,43.2,45.2
"348","5350276.02","CT","0276.02",1.2826,6567,2512,2355,"35535","","3520005","3520",6.9,7.1,9,7,6.4,5.1,5,6.4,5.8,3,0.499,0.539,0.432,6565,1125,40.7,42.8
"349","5350277.00","CT","0277.00",1.0278,3925,1323,1199,"35535","","3520005","3520",6.3,7,7.6,6.3,5.6,4.2,4,5,5,2,0.574,0.618,0.514,3925,620,37.6,36.8
"350","5350278.00","CT","0278.00",1.3337,7734,2972,2787,"35535","","3520005","3520",10.8,8.3,8.8,8.8,20.6,5.9,3.8,4.8,6.9,6,0.485,0.575,0.42,7735,1400,38.8,36.8
"351","5350279.01","CT","0279.01",1.2144,4135,1668,1565,"35535","","3520005","3520",9.4,10.4,9.5,8.9,10,7,6.2,5,8.1,4,0.413,0.524,0.35,4135,820,44,45.2
"352","5350279.02","CT","0279.02",1.5756,6140,2375,2260,"35535","","3520005","3520",10.8,8.8,10,8.1,19.8,6.1,4,5,6.8,5.8,0.31,0.465,0.27,6135,1640,47.2,48
"353","5350280.00","CT","0280.00",2.1365,7217,3002,2875,"35535","","3520005","3520",12.9,18,18.4,10.9,14.5,6.7,7.6,8.5,7.2,3.7,0.309,0.473,0.271,7215,1145,41,40.8
"354","5350281.01","CT","0281.01",0.9657,6403,2333,2227,"35535","","3520005","3520",15.1,20,23.2,13.1,17.2,8.6,10.6,12,8.8,4.4,0.286,0.446,0.259,6400,870,39.3,38.8
"355","5350281.02","CT","0281.02",0.4129,3921,1339,1295,"35535","","3520005","3520",13.3,17.8,19,10.5,18.5,6.5,6.4,7,6.6,6,0.284,0.479,0.252,3920,425,36.4,34.8
"356","5350282.00","CT","0282.00",2.2191,4588,1676,1587,"35535","","3520005","3520",5.6,6.8,4,4.4,8.8,4.1,3.6,2,4.2,4.4,0.272,0.382,0.243,4590,795,42.3,42.4
"357","5350283.01","CT","0283.01",0.919,5153,1927,1846,"35535","","3520005","3520",16.6,23.6,24,13,21.6,8.1,10.2,11,8.4,4,0.311,0.508,0.275,5155,915,41.3,41.2
"358","5350283.02","CT","0283.02",1.1649,4390,1768,1676,"35535","","3520005","3520",22,30.2,33,18.5,23.4,10.3,13,14,10.7,6.4,0.364,0.572,0.321,4390,930,42.4,42
"359","5350284.00","CT","0284.00",1.4127,6762,2566,2407,"35535","","3520005","3520",9.2,11.8,14.4,7.9,11.6,5.5,6,7.2,5.8,3.9,0.303,0.451,0.266,6760,1345,43.1,42.8
"360","5350285.00","CT","0285.00",1.1139,3278,1257,1196,"35535","","3520005","3520",8.6,7.6,8,7.5,12.6,5.8,4.8,7,6.7,3.4,0.367,0.5,0.317,3280,675,44.5,45.2
"361","5350286.00","CT","0286.00",3.2442,6768,3230,3012,"35535","","3520005","3520",15,20.8,22,13.6,15.8,9.7,12.8,14.4,9.7,6.2,0.33,0.468,0.294,6765,855,38.4,34
"362","5350287.02","CT","0287.02",1.058,6471,2392,2246,"35535","","3520005","3520",10.8,12.7,10.8,9,15.4,7,6.4,4.4,7.2,7.2,0.316,0.458,0.275,6475,1065,39.8,39.6
"363","5350287.03","CT","0287.03",0.4842,2699,1236,1148,"35535","","3520005","3520",25.6,30,31,21.9,33.5,14.1,14.2,16,15.2,9.5,0.343,0.576,0.303,2700,375,37.9,37.2
"364","5350287.04","CT","0287.04",0.5939,4551,2059,1981,"35535","","3520005","3520",14.3,7.9,6.8,10.2,33.6,7.4,5,4,8,8.8,0.414,0.523,0.359,4550,895,41.4,41.6
"365","5350288.00","CT","0288.00",2.6307,11027,4955,4610,"35535","","3520005","3520",10.8,9.8,10.4,10.3,14.9,7.1,5.4,6.6,7.9,5.4,0.38,0.478,0.328,11025,1330,38.5,37.6
"366","5350289.00","CT","0289.00",1.3017,4885,1921,1827,"35535","","3520005","3520",8.4,10.2,11,7.5,10.4,6.1,5,8,7.2,2.8,0.311,0.445,0.272,4885,830,42.2,42
"367","5350290.01","CT","0290.01",0.944,3748,1530,1446,"35535","","3520005","3520",12.6,16.4,18,11,15.2,7.5,5.2,4.5,8.7,4.8,0.27,0.43,0.242,3745,575,41.4,42.4
"368","5350290.02","CT","0290.02",0.3462,1652,797,756,"35535","","3520005","3520",10.4,10,16,9.8,15,7.6,3,NA,8.8,6,0.266,0.385,0.241,1650,185,39.4,38
"369","5350291.02","CT","0291.02",1.1464,4881,2038,1930,"35535","","3520005","3520",14.4,12.8,15,12.7,20.6,8.5,5.6,9,10.3,5.4,0.31,0.468,0.277,4880,1015,44.2,45.2
"370","5350291.03","CT","0291.03",0.4174,2721,1154,1103,"35535","","3520005","3520",13.5,15.2,19,12.7,14.8,8.2,9,12,9.2,4,0.29,0.438,0.26,2725,480,42.4,41.2
"371","5350291.04","CT","0291.04",0.5131,1572,685,649,"35535","","3520005","3520",13.5,16.5,18,12.2,15.6,7.7,8,8,8.8,3,0.297,0.451,0.266,1575,270,42.8,43.2
"372","5350292.00","CT","0292.00",3.7345,8580,2936,2790,"35535","","3520005","3520",14.1,21.7,25,11.7,12,8.4,8.8,11.6,9,3.8,0.283,0.447,0.255,8580,860,36.4,36
"373","5350293.00","CT","0293.00",2.0084,6808,2410,2326,"35535","","3520005","3520",9,12.9,12.4,7.5,11,5.9,6.3,6,5.9,5.4,0.285,0.411,0.254,6810,980,40.4,40
"374","5350294.01","CT","0294.01",0.8618,4177,1580,1527,"35535","","3520005","3520",13.2,19.4,23,11.7,11.2,6.4,6.4,8,7.2,3.4,0.306,0.473,0.273,4175,720,41.3,40.8
"375","5350294.02","CT","0294.02",1.0199,4449,1442,1387,"35535","","3520005","3520",7.4,11.4,11,5.7,9.6,5,6.2,7,5.4,2.4,0.251,0.403,0.227,4450,825,42.8,43.2
"376","5350295.00","CT","0295.00",1.0854,5481,2030,1953,"35535","","3520005","3520",10.1,14.2,14.8,8.6,11.4,6.1,6.4,6.4,6.9,2.6,0.28,0.416,0.252,5480,870,40.9,40.8
"377","5350296.00","CT","0296.00",4.6465,1744,689,653,"35535","","3520005","3520",10.1,13.2,18,9,12,7,6,8,7.3,8,0.319,0.417,0.284,1745,70,32.5,32
"378","5350297.01","CT","0297.01",1.1337,7239,3069,2925,"35535","","3520005","3520",12.9,10.6,8.5,8.5,30,7.8,6.4,4,8,8.6,0.354,0.478,0.31,7240,1445,44.1,43.6
"379","5350297.02","CT","0297.02",1.5096,6646,2684,2547,"35535","","3520005","3520",10.3,8.6,8,8.8,17.2,6.6,5.8,5.2,7.4,5.2,0.405,0.501,0.352,6645,1215,41.7,42
"380","5350298.00","CT","0298.00",2.2618,4561,1612,1532,"35535","","3520005","3520",7.9,7.6,6,7,13.2,4.9,5.4,3,4.8,4.8,0.566,0.622,0.516,4560,575,38.9,40.8
"381","5350299.01","CT","0299.01",2.8825,6289,2375,2237,"35535","","3520005","3520",8.3,8.2,12.4,8.6,7.6,6.5,4.8,6.8,7.7,3.6,0.447,0.522,0.376,6290,990,41.1,41.6
"382","5350299.02","CT","0299.02",0.1593,5130,3025,2786,"35535","","3520005","3520",19.4,16,16,20.4,17.2,15.5,11.6,12,18.2,7,0.394,0.474,0.356,5130,920,41.8,36.8
"383","5350300.01","CT","0300.01",0.1208,3850,2404,2141,"35535","","3520005","3520",26.8,29.2,23,25.3,39.5,21.4,21,18,21.7,20,0.446,0.526,0.403,3850,315,36.3,32.8
"384","5350300.02","CT","0300.02",0.2063,7505,4136,3889,"35535","","3520005","3520",17.4,18.8,14.8,16.6,22.8,12.2,10.4,6.4,12.5,11.6,0.384,0.458,0.342,7505,655,37.5,35.6
"385","5350300.03","CT","0300.03",0.7065,2448,1024,969,"35535","","3520005","3520",9.2,7.2,6,9.2,11.6,7.7,6.4,4,9,4,0.377,0.46,0.321,2445,410,41.5,42.4
"386","5350301.01","CT","0301.01",0.8978,2863,1085,1053,"35535","","3520005","3520",9.6,12,13,9.8,6.8,5.8,5.2,4,6.8,3.6,0.411,0.5,0.352,2860,525,42,42
"387","5350301.03","CT","0301.03",0.2736,8324,3779,3496,"35535","","3520005","3520",18.8,19.4,19.2,17.5,31,14.8,11,11.2,16,12.8,0.321,0.426,0.294,8325,610,33.9,31.6
"388","5350301.04","CT","0301.04",1.4262,8766,4256,3962,"35535","","3520005","3520",18.1,22.4,17.6,16.6,23.6,14.4,14.8,10.8,15,8,0.331,0.442,0.301,8770,730,35.4,32.4
"389","5350302.01","CT","0302.01",1.2292,6114,2409,2344,"35535","","3520005","3520",9.3,11.4,11,7.7,12.2,6.7,7.6,7,7.3,4.8,0.321,0.436,0.282,6115,1535,46.4,48.4
"390","5350302.02","CT","0302.02",1.0839,5867,2068,1993,"35535","","3520005","3520",9.8,11.6,11,8.8,11.6,8.4,6.2,8,10.1,4.6,0.302,0.435,0.271,5865,1130,43,42.8
"391","5350302.03","CT","0302.03",0.6939,3267,1187,1105,"35535","","3520005","3520",11.4,14,9,10.3,13.2,10.8,9.2,6,12.8,5.6,0.289,0.424,0.262,3265,685,43.8,42.8
"392","5350303.00","CT","0303.00",1.0633,6080,2470,2288,"35535","","3520005","3520",16.4,19,18.5,14.8,22,11.9,10,8.5,12.7,10,0.31,0.46,0.278,6080,720,38.1,35.2
"393","5350304.01","CT","0304.01",0.2493,4404,1619,1573,"35535","","3520005","3520",14.5,18,17,12.6,19.2,8.7,7.2,6.8,9.5,6.8,0.277,0.444,0.248,4400,455,37.2,36.4
"394","5350304.02","CT","0304.02",1.2122,4595,1884,1815,"35535","","3520005","3520",9.3,9.6,11,8.6,11,7.1,6.6,7,7.8,5.6,0.346,0.432,0.304,4595,1295,48,48.8
"395","5350304.03","CT","0304.03",0.9843,2484,868,850,"35535","","3520005","3520",9.5,10,8,8.8,11.2,7.4,6.8,8,8.8,3.6,0.316,0.42,0.278,2480,535,44.1,45.6
"396","5350304.04","CT","0304.04",0.2344,3482,1412,1323,"35535","","3520005","3520",16.4,21.6,21,13.8,22,10.7,13.2,13,10.8,6,0.284,0.425,0.257,3485,425,38.4,37.2
"397","5350304.05","CT","0304.05",0.703,2686,1111,1069,"35535","","3520005","3520",10.9,15.6,16,11.5,8.4,8.8,10,NA,11.7,4,0.352,0.464,0.304,2685,955,51.1,54
"398","5350304.06","CT","0304.06",0.7489,5725,2232,2168,"35535","","3520005","3520",12.4,13.6,13,10.6,16.6,8.6,9.6,7.6,9.4,5.8,0.331,0.447,0.29,5725,1265,44.2,44.4
"399","5350305.01","CT","0305.01",2.4076,4421,1674,1599,"35535","","3520005","3520",11.2,12.8,15,11.5,9.4,8.2,10.8,12,9.1,4.6,0.418,0.484,0.367,4420,1150,46.9,50
"400","5350305.03","CT","0305.03",0.7113,4766,2300,2126,"35535","","3520005","3520",15.2,17.6,22,15,14,10,10.8,11,11.5,4.8,0.41,0.511,0.356,4765,965,43.4,42.4
"401","5350305.05","CT","0305.05",0.3747,6580,3689,3431,"35535","","3520005","3520",18.1,20.4,18,15.8,26.6,12.4,15.6,14.4,11.9,12.4,0.364,0.459,0.327,6580,1310,44,39.6
"402","5350305.06","CT","0305.06",0.6291,4366,2775,2452,"35535","","3520005","3520",24.5,24.4,16,23.8,33,18.4,15.2,10,18.8,17.5,0.39,0.47,0.358,4365,295,35.1,32
"403","5350306.01","CT","0306.01",1.1721,4612,1601,1508,"35535","","3520005","3520",18.5,25.8,23,17.8,12.8,13.1,13.8,11,14.8,6,0.457,0.568,0.394,4615,775,41,40.8
"404","5350306.02","CT","0306.02",1.1185,4686,1846,1722,"35535","","3520005","3520",14.8,17.6,15,14.8,12.6,11.6,13.4,11,12.6,6.2,0.464,0.534,0.403,4690,895,42.3,42
"405","5350307.03","CT","0307.03",0.1101,4957,2546,2336,"35535","","3520005","3520",25,27.6,18,23.1,30.8,18.9,22.8,17,19.5,13.2,0.417,0.516,0.374,4955,850,41.8,39.2
"406","5350307.04","CT","0307.04",0.153,6919,3889,3386,"35535","","3520005","3520",20,20.2,13.6,19.5,21.6,14.4,14.6,9.5,15.8,8.4,0.398,0.491,0.356,6920,1240,42.2,38.4
"407","5350307.05","CT","0307.05",0.1046,3365,2032,1870,"35535","","3520005","3520",22.9,19,16,20.8,40,16.2,13,9,16.4,18,0.367,0.469,0.334,3365,390,39.3,35.6
"408","5350307.06","CT","0307.06",0.1042,5057,2412,2250,"35535","","3520005","3520",23.1,23.8,22,21,31.4,16.1,18.4,17,16.4,12.8,0.393,0.494,0.351,5055,930,42.5,40
"409","5350307.07","CT","0307.07",1.2246,6216,2569,2381,"35535","","3520005","3520",17.3,17.8,19,17.1,17.8,12.5,11.8,12,13.9,8,0.41,0.501,0.365,6220,1095,41.8,40
"410","5350308.02","CT","0308.02",1.4247,4327,1680,1573,"35535","","3520005","3520",12.1,11.4,15,11.7,14,9.4,8.4,11,11.1,4.8,0.412,0.506,0.361,4330,860,43.5,45.2
"411","5350308.03","CT","0308.03",0.3967,1115,411,383,"35535","","3520005","3520",6.8,4,NA,6.8,10,4.8,3,NA,6.4,NA,0.408,0.477,0.347,1115,200,42.5,45.6
"412","5350308.05","CT","0308.05",0.7395,2386,894,856,"35535","","3520005","3520",11.5,12.4,12,12.2,8.8,9,6.8,6,11,4,0.459,0.543,0.402,2390,460,43.3,43.6
"413","5350308.06","CT","0308.06",0.1911,5585,3016,2848,"35535","","3520005","3520",24.5,21.6,17.5,21,36.4,15.1,13.6,9.5,16.4,11.8,0.403,0.518,0.36,5585,1360,44.6,38.8
"414","5350308.07","CT","0308.07",0.1545,3797,2360,2170,"35535","","3520005","3520",28.8,23,17,23.1,51.4,18.8,15.6,10,19.3,18,0.413,0.532,0.37,3800,770,43,36.8
"415","5350309.00","CT","0309.00",0.7366,6361,2442,2294,"35535","","3520005","3520",12.7,13,11.2,10.5,23,7.8,7.5,4.5,7.7,8.4,0.309,0.458,0.271,6360,1005,41.4,41.6
"416","5350310.01","CT","0310.01",1.4131,3609,1275,1215,"35535","","3520005","3520",7.6,8.4,5,7.7,6.6,6.3,5.2,2.5,7.8,2.8,0.363,0.457,0.316,3605,770,43.5,43.6
"417","5350310.02","CT","0310.02",2.1037,5328,2017,1921,"35535","","3520005","3520",11.9,14.2,11,10.7,14.2,7.8,8.2,7.2,8.4,4.8,0.384,0.5,0.323,5330,785,40.9,41.2
"418","5350311.02","CT","0311.02",0.8905,6010,2312,2217,"35535","","3520005","3520",14.8,18,19,12.9,18.8,9.4,9.8,11,10.6,4.4,0.284,0.448,0.262,6010,1075,42.8,42.8
"419","5350311.03","CT","0311.03",0.8,2672,904,874,"35535","","3520005","3520",9.9,14.4,16,8.8,9.6,5.6,6,8,6.5,2.4,0.283,0.437,0.257,2675,525,43.2,43.2
"420","5350311.04","CT","0311.04",0.9599,6517,2226,2158,"35535","","3520005","3520",9.4,12.4,11.2,8,11.8,5.6,6,4.5,6.1,3.4,0.265,0.424,0.238,6515,1075,41.2,40.8
